Target Type,Major Category,Minor Category,Anatomic Group,N Characters,TG263-Primary Name,TG-263-Reverse Order Name,Description,FMAID
Surgical,Gut,,Abdomen,10,PancJejuno,PancJejuno,The pancreatic jejuno junction - generated by surgical procedure,None
Anatomic,Gland,Pancreas,Abdomen,8,Pancreas,Pancreas,Pancreas,7198
Anatomic,Gland,Pancreas,Abdomen,13,Pancreas_Head,Head_Pancreas,Head of Pancreas,10468
Anatomic,Gland,Pancreas,Abdomen,13,Pancreas_Tail,Tail_Pancreas,Tail of Pancreas,14519
Anatomic,Reproductive,,Pelvis,11,Parametrium,Parametrium,Parametrium,77061
Anatomic,Gland,Parotid,Head and Neck,9,Parotid_L,L_Parotid,Parotid Left,59798
Anatomic,Gland,Parotid,Head and Neck,9,Parotid_R,R_Parotid,Parotid Right,59797
Anatomic,Gland,Parotid,Head and Neck,8,Parotids,Parotids,Pair of Parotid Glands,320436
Anatomic,Reproductive,,Pelvis,10,PenileBulb,PenileBulb,Penile Bulb,19614
Anatomic,Reproductive,,Pelvis,5,Penis,Penis,Penis,9707
Anatomic,Heart,Membrane,Thorax,11,Pericardium,Pericardium,Pericardium,9869
Anatomic,Perineum,,Pelvis,8,Perineum,Perineum,Perineum,9579
Anatomic,Membrane,Peritoneum,Abdomen,10,Peritoneum,Peritoneum,Peritoneal sac,9908
Anatomic,Throat,Pharynx,Head and Neck,7,Pharynx,Pharynx,Pharynx,46688
Anatomic,Gland,Pineal,Head and Neck,6,Pineal,Pineal,Pineal gland,62033
Anatomic,Gland,Pituitary,Head and Neck,9,Pituitary,Pituitary,Pituitary gland,13889
PRV,Gland,Pituitary,Head and Neck,15,Pituitary_PRVxx,PRVxx_Pituitary,PRV constructed as xx millimeter expansion on Pituitary,None
Anatomic,Brain,Brainstem,Head and Neck,4,Pons,Pons,Pons,67943
Non_Anatomic,Surgery,,Body,6,Postop,Postop,Post operative volume,None
Non_Anatomic,Surgery,,Body,5,Preop,Preop,Region originally occupied by the gross tumor volume,None
Anatomic,Bone,Mandible,Head and Neck,16,Proc_Condyloid_L,L_Condyloid_Proc,Condyloid process of mandible - Right,52838
Anatomic,Bone,Mandible,Head and Neck,16,Proc_Condyloid_R,R_Condyloid_Proc,Condyloid process of mandible - Left,52840
Anatomic,Bone,Mandible,Head and Neck,15,Proc_Coronoid_L,L_Coronoid_Proc,Coronoid process of mandible - Left,52835
Anatomic,Bone,Mandible,Head and Neck,15,Proc_Coronoid_R,R_Coronoid_Proc,Coronoid process of mandible - Right,52834
Anatomic,Gland,Prostate,Pelvis,8,Prostate,Prostate,Prostate,9600
Anatomic,Surgery,Prostate,Pelvis,11,ProstateBed,ProstateBed,Prostate Bed,None
Anatomic,Surgery,,Body,10,Prosthesis,Prosthesis,Prosthesis,None
Anatomic,Muscle,Pterygoid,Head and Neck,15,Pterygoid_Lat_L,L_Lat_Pterygoid,Pterygoid muscles lateral - Left,49017
Anatomic,Muscle,Pterygoid,Head and Neck,15,Pterygoid_Lat_R,R_Lat_Pterygoid,Pterygoid muscles lateral - Right,49016
Anatomic,Muscle,Pterygoid,Head and Neck,15,Pterygoid_Med_L,L_Med_Pterygoid,Pterygoid muscles medial - Left,49013
Anatomic,Muscle,Pterygoid,Head and Neck,15,Pterygoid_Med_R,R_Med_Pterygoid,Pterygoid muscles medial - Right,49012
Target,PTV,,Body,3,PTV,PTV,Planning Target Volume,None
Anatomic,Bone,Pubic,Pelvis,12,PubicSymphys,PubicSymphys,Pubic Symphysis,16950
Anatomic,Bone,Pubic,Pelvis,14,PubicSymphys_L,L_PubicSymphys,Pubic bone Left,16597
Anatomic,Bone,Pubic,Pelvis,14,PubicSymphys_R,R_PubicSymphys,Pubic bone Right,16596
Anatomic,Bone,Radius,Limbs,8,Radius_L,L_Radius,Radius Left,23465
Anatomic,Bone,Radius,Limbs,8,Radius_R,R_Radius,Radius Right,23464
Anatomic,Rectum,,Pelvis,11,Rectal_Wall,Rectal_Wall,Rectal Wall,14626
Anatomic,Rectum,,Pelvis,6,Rectum,Rectum,Large bowel - Rectum,14544
Anatomic,Eye,Retina,Head and Neck,8,Retina_L,L_Retina,Retina Left,58303
PRV,Eye,Retina,Head and Neck,14,Retina_PRVxx_L,L_PRVxx_Retina,None,None
PRV,Eye,Retina,Head and Neck,14,Retina_PRVxx_R,R_PRVxx_Retina,PRV constructed as xx millimeter expansion on Retina,None
Anatomic,Eye,Retina,Head and Neck,8,Retina_R,R_Retina,Retina Right,58302
Anatomic,Eye,Retina,Head and Neck,7,Retinas,Retinas,Both Retinas,58301
Anatomic,Bone,Rib,Thorax,3,Rib,Rib,Any Rib volume,7574
Anatomic,Bone,Rib,Thorax,7,Rib01_L,L_Rib01,First Rib Left,7987
Anatomic,Bone,Rib,Thorax,7,Rib01_R,R_Rib01,First Rib Right,7857
Anatomic,Bone,Rib,Thorax,7,Rib02_L,L_Rib02,Second rib Left,8012
Anatomic,Bone,Rib,Thorax,7,Rib02_R,R_Rib02,Second rib Right,7882
Anatomic,Bone,Rib,Thorax,7,Rib03_L,L_Rib03,Third rib Left,8039
Anatomic,Bone,Rib,Thorax,7,Rib03_R,R_Rib03,Third rib Right,7909
Anatomic,Bone,Rib,Thorax,7,Rib04_L,L_Rib04,Fourth rib Left,8148
Anatomic,Bone,Rib,Thorax,7,Rib04_R,R_Rib04,Fourth rib Right,7957
Anatomic,Bone,Rib,Thorax,7,Rib05_L,L_Rib05,Fifth rib Left,8093
Anatomic,Bone,Rib,Thorax,7,Rib05_R,R_Rib05,Fifth rib Right,8066
Anatomic,Bone,Rib,Thorax,7,Rib06_L,L_Rib06,Sixth rib Left,8202
Anatomic,Bone,Rib,Thorax,7,Rib06_R,R_Rib06,Sixth rib Right,8175
Anatomic,Bone,Rib,Thorax,7,Rib07_L,L_Rib07,Seventh rib Left,8256
Anatomic,Bone,Rib,Thorax,7,Rib07_R,R_Rib07,Seventh rib Right,8229
Anatomic,Bone,Rib,Thorax,7,Rib08_L,L_Rib08,Eighth rib Left,8310
Anatomic,Bone,Rib,Thorax,7,Rib08_R,R_Rib08,Eighth rib Right,8283
Anatomic,Bone,Rib,Thorax,7,Rib09_L,L_Rib09,Ninth rib Left,8391
Anatomic,Bone,Rib,Thorax,7,Rib09_R,R_Rib09,Ninth rib Right,8364
Anatomic,Bone,Rib,Thorax,7,Rib10_L,L_Rib10,Tenth rib Left,8472
Anatomic,Bone,Rib,Thorax,7,Rib10_R,R_Rib10,Tenth rib Right,8445
Anatomic,Bone,Rib,Thorax,7,Rib11_L,L_Rib11,Eleventh rib Left,8532
Anatomic,Bone,Rib,Thorax,7,Rib11_R,R_Rib11,Eleventh rib Right,8531
Anatomic,Bone,Rib,Thorax,7,Rib12_L,L_Rib12,Twelfth rib Left,8534
Anatomic,Bone,Rib,Thorax,7,Rib12_R,R_Rib12,Twelfth rib Right,8533
Anatomic,Nerve,Sacrum,Pelvis,10,SacralPlex,SacralPlex,Sacral Plexus,5909
Anatomic,Bone,Spine,Pelvis,6,Sacrum,Sacrum,Sacrum,16202
Anatomic,Skin,,Head and Neck,5,Scalp,Scalp,,46494
Anatomic,Bone,Scapula,Thorax,9,Scapula_L,L_Scapula,Scapula Left,13396
Anatomic,Bone,Scapula,Thorax,9,Scapula_R,R_Scapula,Scapula Right,13395
Anatomic,Skin,,Body,4,Scar,Scar,Scar,None
Anatomic,Skin,,Body,10,Scar_Boost,Boost_Scar,None,None
Anatomic,Skin,,Pelvis,7,Scrotum,Scrotum,Scrotum (skin & cremasteric fascia),18252
Anatomic,Gland,,Pelvis,10,SeminalVes,SeminalVes,Seminal vesicle,19387
Anatomic,Gland,,Pelvis,15,SeminalVes_Dist,Dist_SeminalVes,Distal Seminal Vesicle,None
Anatomic,Gland,,Pelvis,15,SeminalVes_Prox,Prox_SeminalVes,Proximal Seminal Vesicle,None
Anatomic,Sinus,Ethmoid,Head and Neck,13,Sinus_Ethmoid,Ethmoid_Sinus,Ethmoidal Sinus,84115
Anatomic,Brain,Sinus,Head and Neck,13,Sinus_Frontal,Frontal_Sinus,Frontal Sinus,57417
Anatomic,Brain,Sinus,Head and Neck,15,Sinus_Frontal_L,L_Frontal_Sinus,Frontal Sinus Left,57419
Anatomic,Brain,Sinus,Head and Neck,15,Sinus_Frontal_R,R_Frontal_Sinus,Frontal Sinus Right,57418
Anatomic,Sinus,Maxillary,Head and Neck,13,Sinus_Maxilry,Maxilry_Sinus,Maxillary Sinus,57715
Anatomic,Sinus,Maxillary,Head and Neck,15,Sinus_Maxilry_L,L_Maxilry_Sinus,Maxillary Sinus,57717
Anatomic,Sinus,Maxillary,Head and Neck,15,Sinus_Maxilry_R,R_Maxilry_Sinus,Maxillary Sinus,57716
Anatomic,Bone,Sphenoid,Head and Neck,14,Sinus_Sphenoid,Sphenoid_Sinus,Sphenoidal Sinus,54683
Anatomic,Bone,Sphenoid,Head and Neck,16,Sinus_Sphenoid_L,L_Sphenoid_Sinus,Sphenoidal Sinus Left,54708
Anatomic,Bone,Sphenoid,Head and Neck,16,Sinus_Sphenoid_R,R_Sphenoid_Sinus,Sphenoidal Sinus Right,54707
Anatomic,Skin,,Body,4,Skin,Skin,Skin,7163
Anatomic,Skin,,Pelvis,13,Skin_Perineum,Perineum_Skin,,20429
Anatomic,Skin,,Abdomen,15,Skin_Peritoneum,Peritoneum_Skin,None,None
Anatomic,Bone,Skull,Head and Neck,5,Skull,Skull,Skeletal system of head,46565
Anatomic,Space,,Body,3,Spc,Spc,Space,None
Anatomic,Bowel,Space,Abdomen,10,Spc_Bowel,Bowel_Spc,Space occupied by bowel,None
Anatomic,Space,,Abdomen,15,Spc_Bowel_Small,Small_Bowel_Spc,None,None
Anatomic,Space,Retropharyngeal,Head and Neck,15,Spc_Retrophar_L,L_Retrophar_Spc,Retropharyngeal space Left,None
Anatomic,Space,Retropharyngeal,Head and Neck,15,Spc_Retrophar_R,R_Retrophar_Spc,Retropharyngeal space Right,None
Anatomic,Space,,Head and Neck,14,Spc_Retrophars,Retrophars_Spc,Retropharyngeal space,286702
Anatomic,Space,Retrostyloid,Head and Neck,12,Spc_Retrosty,Retrosty_Spc,Retrostyloid space,None
Anatomic,Space,Retrostyloid,Head and Neck,14,Spc_Retrosty_L,L_Retrosty_Spc,Retrostyloid space -Left,None
Anatomic,Space,Retrostyloid,Head and Neck,14,Spc_Retrosty_R,R_Retrosty_Spc,Retrostyloid space -Left,None
Anatomic,Space,Supraclavicular,Thorax,15,Spc_Supraclav_L,L_Supraclav_Spc,Supraclavicular space - Left,45797
Anatomic,Space,Supraclavicular,Thorax,15,Spc_Supraclav_R,R_Supraclav_Spc,Supraclavicular space - Right,45796
Anatomic,Bowel,Anus,Pelvis,14,Sphincter_Anal,Anal_Sphincter,Internal Anal Sphincter,15710
Anatomic,Canal,Spinal Cord,Body,11,SpinalCanal,SpinalCanal,Vertebral canal,9680
PRV,PRV,Spinal Canal,Body,15,SpinalCanal_PRV,PRV_SpinalCanal,None,None
PRV,PRV,Spinal Canal,Body,16,SpinalCanal_PRVx,PRVx_SpinalCanal,A PRV created with an x millimeter expansion on the spinal canal,None
Anatomic,Nerve,Spinal Cord,Body,10,SpinalCord,SpinalCord,Spinal Cord,7647
Anatomic,Nerve,Spinal Cord,Head and Neck,15,SpinalCord_Cerv,Cerv_SpinalCord,Spinal Cord Cervical,71166
Anatomic,Nerve,Spinal Cord,Abdomen,14,SpinalCord_Lum,Lum_SpinalCord,Spinal Cord Lumbar,71168
PRV,PRV,Spinal Cord,Body,14,SpinalCord_PRV,PRV_SpinalCord,None,None
PRV,PRV,Spinal Cord,Body,16,SpinalCord_PRVxx,PRVxx_SpinalCord,A PRV created with an xx millimeter expansion on the spinal cord,None
Anatomic,Nerve,Spinal Cord,Pelvis,14,SpinalCord_Sac,Sac_SpinalCord,Spinal Cord Sacral,256623
Anatomic,Nerve,Spinal Cord,Thorax,15,SpinalCord_Thor,Thor_SpinalCord,Spinal Cord Thoracic,71167
Anatomic,Lymph Node,Spleen,Abdomen,6,Spleen,Spleen,Spleen,7196
Anatomic,Lymph Node,Spleen,Abdomen,12,Spleen_Hilum,Hilum_Spleen,Splenic hilum,15841
Anatomic,Reproductive,,Pelvis,10,Spongiosum,Spongiosum,Penis Corpus Spongiosum,19617
Anatomic,Ear,Stapes,Head and Neck,6,Stapes,Stapes,Stapes,52751
Anatomic,Ear,Stapes,Head and Neck,8,Stapes_L,L_Stapes,Stapes Left,74049
Anatomic,Ear,Stapes,Head and Neck,8,Stapes_R,R_Stapes,Stapes Right,74048
Anatomic,Stomach,,Abdomen,7,Stomach,Stomach,Stomach,7148
PRV,Stomach,,Abdomen,13,Stomach_PRVxx,PRVxx_Stomach,PRV created with xx mm expansion on the stomach,None
Anatomic,Body,,Body,6,Strct,Strct,Structure,None
Anatomic,Joint,,Limbs,16,Strct_Suprapatel,Suprapatel_Strct,Suprapatellar Structures,None
Anatomic,Eye,,,8,Surf_Eye,Eye_Surf,None,None
Anatomic,Surgery,,Body,11,SurgicalBed,SurgicalBed,None,None
Anatomic,Brain,,Head and Neck,15,Sys_Ventricular,Ventricular_Sys,,242787
Anatomic,Tendon,,Limbs,7,Tendon,Tendon,,9721
Anatomic,Tendon,,Limbs,11,Tendon_Quad,Quad_Tendon,,46900
Anatomic,Reproductive,Testis,Pelvis,6,Testis,Testis,Testis,7210
Anatomic,Reproductive,Testis,Pelvis,8,Testis_L,L_Testis,Testis Left,7212
Anatomic,Reproductive,Testis,Pelvis,8,Testis_R,R_Testis,Testis Right,7211
Anatomic,Membrane,Thecal Sac,Body,9,ThecalSac,ThecalSac,,83720
Anatomic,Duct,Thoracic,Thorax,13,Thoracic_Duct,Duct_Thoracic,Thoracic Duct,5031
Anatomic,Mouth,Tongue,Head and Neck,6,Tongue,Tongue,Tongue,54640
Anatomic,Mouth,Tongue,Head and Neck,10,Tongue_All,All_Tongue,None,None
Anatomic,Mouth,Tongue,Head and Neck,11,Tongue_Base,Base_Tongue,,54645
Anatomic,Mouth,Tongue,Head and Neck,13,Tongue_Base_L,L_Base_Tongue,None,None
Anatomic,Mouth,Tongue,Head and Neck,13,Tongue_Base_R,R_Base_Tongue,None,None
Anatomic,Mouth,Tongue,Head and Neck,11,Tongue_Oral,Oral_Tongue,,54644
Anatomic,Mouth,Tongue,Head and Neck,13,Tongue_Oral_L,L_Oral_Tongue,,281502
Anatomic,Mouth,Tongue,Head and Neck,13,Tongue_Oral_R,R_Oral_Tongue,,281500
Anatomic,Mouth,Tongue,Head and Neck,6,Tonsil,Tonsil,,9609
Anatomic,Lung,Trachea,Thorax,7,Trachea,Trachea,Trachea,7394
Anatomic,Lung,Trachea,Thorax,12,Trachea_NAdj,NAdj_Trachea,Trachea non adjacent wall,None
Non_Anatomic,Surgery,,Body,8,TumorBed,TumorBed,Tumor Bed,None
Anatomic,Urinary,Ureter,Pelvis,8,Ureter_L,L_Ureter,Ureter Left,17888
Anatomic,Urinary,Ureter,Pelvis,8,Ureter_R,R_Ureter,Ureter Right,17887
Anatomic,Urinary,Ureter,Pelvis,13,UreterDivert,UreterDivert,Urinary Divergence,None
Anatomic,Urinary,Ureter,Pelvis,13,Ureters,Ureters,Both Ureters,264814
Anatomic,Urinary,Urethra,Pelvis,7,Urethra,Urethra,Urethra,19667
Anatomic,Urinary,Urethra,Pelvis,16,Urethra_Prostatc,Prostatc_Urethra,Prostatic Urethra,None
Anatomic,Reproductive,Uterus,Pelvis,6,Uterus,Uterus,Uterus,17558
Anatomic,Vein,Azygos,Thorax,8,V_Azygos,Azygos_V,Azygos Vein,4838
Anatomic,Vein,Brachiocephalic,Thorax,15,V_Brachioceph_L,L_Brachioceph_V,Brachiocephalic vein Left,4761
Anatomic,Vein,Brachiocephalic,Thorax,15,V_Brachioceph_R,R_Brachioceph_V,Brachiocephalic vein Right,4751
Anatomic,Vein,Iliac,Pelvis,13,V_Iliac_Ext_L,L_Ext_Iliac_V,External iliac vein Left,18886
Anatomic,Vein,Iliac,Pelvis,13,V_Iliac_Ext_R,R_Ext_Iliac_V,External iliac vein Right,18885
Anatomic,Vein,Iliac,Pelvis,13,V_Iliac_Int_L,L_Int_Iliac_V,Internal iliac vein Left,18810
Anatomic,Vein,Iliac,Pelvis,13,V_Iliac_Int_R,R_Int_Iliac_V,Internal iliac vein Right,18809
Anatomic,Vein,Iliac,Pelvis,9,V_Iliac_L,L_Iliac_V,Common iliac vein Right,21387
Anatomic,Vein,Iliac,Pelvis,9,V_Iliac_R,R_Iliac_V,Common iliac vein Left,21388
Anatomic,Vein,Jugular,Head and Neck,9,V_Jugular,Jugular_V,Any Jugular Vein,None
Anatomic,Vein,Jugular,Head and Neck,15,V_Jugular_Ext_L,L_Ext_Jugular_V,,13112
Anatomic,Vein,Jugular,Head and Neck,15,V_Jugular_Ext_R,R_Ext_Jugular_V,,13111
Anatomic,Vein,Jugular,Head and Neck,15,V_Jugular_Int_L,L_Int_Jugular_V,Internal jugular vein Right,4754
Anatomic,Vein,Jugular,Head and Neck,15,V_Jugular_Int_R,R_Int_Jugular_V,Internal jugular vein Left,4762
Anatomic,Vein,Portal,Abdomen,8,V_Portal,Portal_V,Portal Vein,66645
Anatomic,Vein,Pulmonary,Thorax,11,V_Pulmonary,Pulmonary_V,Pulmonary vein,66643
Anatomic,Vein,Subclavian,Thorax,14,V_Subclavian_L,L_Subclavian_V,Subclavian Vein Left,4763
Anatomic,Vein,Subclavian,Thorax,14,V_Subclavian_R,R_Subclavian_V,Subclavian Vein Right,4755
Anatomic,Vein,Subclavian,Thorax,13,V_Subclavians,Subclavians_V,Subclavian Vein,4725
Anatomic,Vein,VenaCava,Thorax,12,V_Venacava_I,I_Venacava_V,Inferior vena cava,10951
Anatomic,Vein,VenaCava,Thorax,12,V_Venacava_S,S_Venacava_V,Superior vena cava,4720
Anatomic,Reproductive,Vagina,Pelvis,6,Vagina,Vagina,Vagina,19949
Anatomic,Reproductive,Vagina,Pelvis,11,Vagina_Surf,Surf_Vagina,None,None
Anatomic,Reproductive,Vagina,Pelvis,11,VaginalCuff,VaginalCuff,Vaginal Cuff,None
Anatomic,Valve,,Body,5,Valve,Valve,Valve,None
Anatomic,Valve,Aorta,Thorax,12,Valve_Aortic,Aortic_Valve,Aortic Valve,7236
Anatomic,Valve,Heart,Thorax,12,Valve_Mitral,Mitral_Valve,Mitral Valve,7235
Anatomic,Valve,,Thorax,14,Valve_Pulmonic,Pulmonic_Valve,Pulmonic Valve,7246
Anatomic,Valve,Heart,Thorax,15,Valve_Tricuspid,Tricuspid_Valve,Tricuspid Valve,7234
Anatomic,Bone,Vertebral Body,Body,2,VB,VB,Vertebral Body,None
Anatomic,Bone,Vertebral Body,Head and Neck,4,VB_C,C_VB,Cervical vertebrae,72063
Anatomic,Bone,Vertebral Body,Head and Neck,5,VB_C1,C1_VB,Atlas - C1,12519
Anatomic,Bone,Vertebral Body,Head and Neck,5,VB_C2,C2_VB,Axis - C2,12520
Anatomic,Bone,Vertebral Body,Head and Neck,5,VB_C3,C3_VB,Cervical vertebra - C3,12521
Anatomic,Bone,Vertebral Body,Head and Neck,5,VB_C4,C4_VB,Cervical vertebra - C4,12522
Anatomic,Bone,Vertebral Body,Head and Neck,5,VB_C5,C5_VB,Cervical vertebra - C5,12523
Anatomic,Bone,Vertebral Body,Head and Neck,5,VB_C6,C6_VB,Cervical vertebra - C6,12524
Anatomic,Bone,Vertebral Body,Head and Neck,5,VB_C7,C7_VB,Cervical vertebra - C7,12525
Anatomic,Bone,Spine,Abdomen,4,VB_L,L_VB,Lumbar Vertebrae,72065
Anatomic,Bone,Spine,Abdomen,5,VB_L1,L1_VB,Lumbar Vertebra L1,13072
Anatomic,Bone,Spine,Abdomen,5,VB_L2,L2_VB,Lumbar Vertebra L2,13073
Anatomic,Bone,Spine,Abdomen,5,VB_L3,L3_VB,Lumbar Vertebra L3,13074
Anatomic,Bone,Spine,Abdomen,5,VB_L4,L4_VB,Lumbar Vertebra L4,13075
Anatomic,Bone,Spine,Abdomen,5,VB_L5,L5_VB,Lumbar Vertebra L5,13076
Anatomic,Bone,Spine,Pelvis,4,VB_S,S_VB,Sacral Vertebra,12526
Anatomic,Bone,Spine,Pelvis,5,VB_S1,S1_VB,Sacral Vertebra S1,13077
Anatomic,Bone,Spine,Pelvis,5,VB_S2,S2_VB,Sacral Vertebra S2,13078
Anatomic,Bone,Spine,Pelvis,5,VB_S3,S3_VB,Sacral Vertebra S3,13079
Anatomic,Bone,Spine,Pelvis,5,VB_S4,S4_VB,Sacral Vertebra S4,13080
Anatomic,Bone,Spine,Pelvis,5,VB_S5,S5_VB,Sacral Vertebra S5,13081
Anatomic,Bone,Spine,Thorax,4,VB_T,T_VB,Thoracic Vertebra,9139
Anatomic,Bone,Spine,Thorax,6,VB_T01,T01_VB,Thoracic Vertebra T1,9165
Anatomic,Bone,Spine,Thorax,6,VB_T02,T02_VB,Thoracic Vertebra T2,9187
Anatomic,Bone,Spine,Thorax,6,VB_T03,T03_VB,Thoracic Vertebra T3,9209
Anatomic,Bone,Spine,Thorax,6,VB_T04,T04_VB,Thoracic Vertebra T4,9248
Anatomic,Bone,Spine,Thorax,6,VB_T05,T05_VB,Thoracic Vertebra T5,9922
Anatomic,Bone,Spine,Thorax,6,VB_T06,T06_VB,Thoracic Vertebra T6,9945
Anatomic,Bone,Spine,Thorax,6,VB_T07,T07_VB,Thoracic Vertebra T7,9968
Anatomic,Bone,Spine,Thorax,6,VB_T08,T08_VB,Thoracic Vertebra T8,9991
Anatomic,Bone,Spine,Thorax,6,VB_T09,T09_VB,Thoracic Vertebra T9,10014
Anatomic,Bone,Spine,Thorax,6,VB_T10,T10_VB,Thoracic Vertebra T10,10037
Anatomic,Bone,Spine,Thorax,6,VB_T11,T11_VB,Thoracic Vertebra T11,10059
Anatomic,Bone,Spine,Thorax,6,VB_T12,T12_VB,Thoracic Vertebra T12,10081
Anatomic,Bone,Vertebral Body,Body,3,VBs,VBs,Vertebral Bodies,11945
Anatomic,Heart,Ventricle,Thorax,9,Ventricle,Ventricle,Ventricle (cardiac),7100
Anatomic,Heart,Ventricle,Thorax,11,Ventricle_L,L_Ventricle,Ventricle (cardiac) Left,7101
Anatomic,Heart,Ventricle,Thorax,11,Ventricle_R,R_Ventricle,Ventricle (cardiac) Right,7098
Anatomic,Larynx,,Head and Neck,11,VocalCord_L,L_VocalCord,,55459
Anatomic,Larynx,,Head and Neck,11,VocalCord_R,R_VocalCord,,55458
Anatomic,Larynx,,Head and Neck,10,VocalCords,VocalCords,Vocal Cords,323919
Anatomic,Bone,Vomer,Head and Neck,5,Vomer,Vomer,Vomer,9710
Anatomic,Reproductive,Vulva,Pelvis,5,Vulva,Vulva,Vulva,20462
Anatomic,Reproductive,Vagina,Pelvis,11,Wall_Vagina,Vagina_Wall,Wall of vagina,19971
